time,x,y,z
4.0123,9.112,6.0202,-1.6481
4.04,9.6977,4.9442,-0.99429
4.0699,8.0769,2.7241,-0.081722
4.0999,7.2733,2.0703,-0.65378
4.1297,7.8589,3.7865,-2.1112
4.1598,9.4253,5.4345,-2.7513
4.1899,10.147,5.094,-2.5606
4.2206,8.2403,4.6309,-1.3348
4.2498,6.2109,4.3994,1.757
4.2808,10.079,4.3721,2.3699
4.3098,5.7478,4.7944,-3.7592
4.3398,-1.4165,5.1757,-2.3699
4.3698,2.0294,7.0145,0.92618
4.3998,7.8181,9.0439,2.5606
4.4298,9.1937,11.373,8.6898
4.4599,4.0997,10.501,2.9829
4.4897,1.2667,7.8862,2.0294
4.524,-0.14982,7.8181,2.5606
4.5598,1.8796,8.4991,-1.4574
4.6025,3.5685,9.9156,-0.46309
4.6298,0.19068,11.414,4.7944
4.6731,0.50395,11.182,1.3348
4.7098,-1.1441,8.6625,1.9477
4.7523,-1.3757,5.7478,3.6775
4.7812,-2.3699,6.5514,0.23155
4.8202,-3.2553,10.801,0.38137
4.8598,-3.2144,14.015,1.6481
4.9023,-3.7592,11.918,0.10896
4.9409,-4.4402,9.0439,-0.76274
4.9699,-4.2904,6.1292,1.9205
5,-4.4402,6.4697,-0.040861
5.0298,-3.2553,8.9622,-2.0703
5.0598,-0.99429,11.536,-0.65378
5.0898,-1.8796,11.918,1.076
5.1201,-3.7184,11.645,0.50395
5.15,-3.1463,10.27,-1.1441
5.1798,-2.6015,8.3084,-2.2201
5.2101,-1.4982,6.7421,-2.9148
5.2399,-1.4574,7.1234,-2.4925
5.2698,-2.7513,11.305,-0.46309
5.2998,-3.7592,11.877,2.833
5.3298,-4.018,8.6625,1.6072
5.3598,-5.203,8.6625,-1.6072
5.3898,-3.1463,9.003,-3.7592
5.4198,-0.57205,9.6568,-2.4108
5.4499,-2.261,10.529,0.19068
5.4797,-3.4459,8.7306,1.9886
5.5098,-4.2495,8.54,0.50395
5.5399,-1.1169,10.338,-0.69464
5.5698,-0.50395,10.229,0.38137
5.5999,-2.3018,9.3844,1.6481
5.6301,-1.2258,9.616,0.69464
5.6599,-0.57205,9.9156,-0.57205
5.6899,-1.3076,9.9156,-0.34051
5.7198,-1.076,9.3436,0.8036
5.7498,-0.88532,8.5808,1.0351
5.7798,-0.99429,8.5808,0.31327
5.8099,-1.3348,8.6898,-0.040861
5.8397,-2.6423,9.9565,0.50395
5.8698,-2.4517,10.311,0.76274
5.8998,-1.6072,9.9565,0.57205
5.9298,-1.4982,9.616,0.34051
5.9603,-1.757,9.7658,0.27241
5.9897,-1.5663,10.27,-0.14982
6.0198,-1.4165,9.9973,0.14982
6.0498,-0.99429,9.4253,-0.23155
6.0797,-0.53119,8.8124,-0.65378
6.1098,-1.6072,9.2346,-0.38137
6.1399,-1.3348,9.3027,-0.65378
6.1701,-2.5606,8.1995,-0.10896
6.1998,-3.0237,9.3844,0.081722
6.2299,-2.7513,9.5342,-0.10896
6.2598,-1.9205,9.0848,-1.3076
6.2901,-1.8387,9.7249,-1.6481
6.3198,-2.3699,9.8475,-0.88532
6.3498,-2.5606,9.3844,-0.72188
6.3798,-2.4108,8.431,-0.84446
6.4097,-1.076,9.4253,-2.0294
6.4398,-1.5663,9.616,-1.7298
6.4698,-2.1112,9.1937,-1.0351
6.4998,-1.9205,9.3027,-1.185
6.5299,-1.7298,9.3027,-1.4165
6.5598,-2.1112,9.8066,-1.3076
6.5898,-2.7513,9.1529,-1.9205
6.6199,-2.1112,9.4661,-2.3699
6.6498,-1.8796,9.4661,-2.0703
6.6797,-1.8387,9.3844,-1.4574
6.7098,-1.7298,9.4661,-1.2258
6.7398,-1.7979,9.3027,-1.1441
6.7698,-1.8387,9.0439,-1.3757
6.7998,-1.6889,9.003,-2.2201
6.8298,-1.6889,9.4253,-2.4925
6.8598,-1.4982,9.8884,-2.0294
6.8898,-1.7979,8.7306,-0.8036
6.9198,-2.4925,8.6217,-2.0703
6.951,-2.2201,9.6568,-2.9148
6.9799,-2.1793,10.038,-0.65378
7.0097,-1.7979,9.6568,-0.57205
7.0399,-1.7298,9.0848,-1.6072
7.0701,-2.0703,9.003,-2.3018
7.0998,-2.2201,9.2346,-2.0294
7.1298,-2.1793,9.5342,-1.3757
7.1598,-2.1384,9.6568,-1.185
7.1905,-2.261,9.5751,-1.185
7.2198,-2.1793,9.5342,-1.185
7.2498,-2.261,9.616,-1.3076
7.2798,-2.3427,9.4253,-1.757
7.3098,-2.3427,9.1937,-1.6889
7.3398,-1.9477,8.8124,-1.7298
7.3698,-1.6072,8.9213,-1.8387
7.3998,-1.8387,9.4661,-1.2258
7.4307,-2.3699,9.6568,-0.65378
7.4598,-2.4925,9.3436,-0.88532
7.4903,-2.4925,8.7715,-1.1441
7.5202,-2.6015,8.4991,-0.99429
7.5504,-2.7922,8.7715,-0.53119
7.5798,-2.7922,9.2346,-0.34051
7.6101,-2.6832,9.616,-0.50395
7.6401,-2.5606,9.616,-0.61292
7.67,-2.4925,9.507,-0.57205
7.6998,-2.6015,9.6977,-0.38137
7.7302,-2.5334,9.7249,-0.29965
7.7598,-2.261,9.507,-0.53119
7.7902,-2.4108,9.112,-0.76274
7.8198,-2.9148,8.8941,-0.69464
7.8502,-3.4051,9.003,-0.34051
7.8798,-3.6775,9.112,-0
7.9099,-3.5685,9.112,0.27241
7.9398,-3.2553,8.9622,0.14982
7.971,-3.0646,9.0848,-0.081722
7.9998,-2.9148,9.1529,0.040861
8.0298,-2.8739,9.0439,0.19068
8.0598,-2.9148,8.9622,0.31327
8.0897,-3.0646,9.003,0.31327
8.1198,-3.1735,8.9622,0.14982
8.1497,-3.1463,9.112,0.040861
8.1798,-3.0237,9.1937,-0.040861
8.2097,-2.9556,9.1529,-0
8.2398,-2.833,9.2755,-0.040861
8.2697,-2.7241,9.3436,-0.081722
8.2999,-2.6423,9.2346,-0.040861
8.3298,-2.5334,8.9622,0.040861
8.3599,-2.5334,8.9213,0.040861
8.3898,-2.6832,9.1937,0.10896
8.4199,-2.833,9.4661,0.081722
8.4505,-2.9556,9.4661,-0.040861
8.4799,-2.833,9.3844,-0.10896
8.5098,-2.7241,9.2755,0.040861
8.5399,-2.7241,9.2755,0.19068
8.5698,-2.833,9.2346,0.31327
8.5997,-2.7922,9.1937,0.081722
8.6298,-2.5606,9.1529,-0.34051
8.6598,-2.4925,9.112,-0.53119
8.6898,-2.5334,9.0848,-0.34051
8.7198,-2.6832,9.0439,-0.10896
8.7498,-2.7513,8.9622,-0.040861
8.7798,-2.833,9.0848,-0.19068
8.8098,-2.8739,9.2346,-0.29965
8.8401,-2.833,9.1529,-0.50395
8.8698,-2.6015,9.0439,-0.65378
8.8998,-2.4925,9.4253,-0.57205
8.9298,-2.833,9.507,-0.23155
8.9598,-3.1054,9.2755,-0.65378
8.9898,-3.1463,9.4661,-0.99429
9.0198,-3.0237,9.4253,-0.69464
9.0498,-2.7513,9.1529,-0.91256
9.0797,-2.5334,9.0848,-1.1169
9.1097,-2.6015,9.3027,-0.95342
9.1398,-2.6015,9.507,-0.8036
9.1698,-2.6832,9.2755,-0.91256
9.1998,-2.7513,9.112,-0.95342
9.2298,-2.7241,9.0439,-0.84446
9.2598,-2.5606,9.1529,-0.91256
9.29,-2.5334,9.3436,-1.076
9.3198,-2.7513,9.1937,-1.185
9.3501,-3.0237,9.112,-1.3348
9.3799,-3.0237,9.0848,-1.3076
9.4098,-2.8739,8.8941,-1.1169
9.4398,-2.7922,8.7306,-1.1169
9.4705,-2.7513,9.003,-1.1169
9.4999,-2.833,9.3027,-1.1169
9.5298,-2.8739,9.4253,-1.3076
9.5599,-2.7922,9.3436,-1.3757
9.5898,-2.9148,9.0439,-1.2667
9.6198,-2.9148,9.112,-1.1169
9.6498,-2.6832,9.4661,-1.185
9.6809,-2.7513,9.4661,-1.3348
9.7098,-3.1054,9.2346,-1.3076
9.7398,-3.3642,8.9213,-1.3348
9.7699,-2.9829,8.7715,-1.3076
9.7998,-2.7922,8.8941,-1.185
9.8298,-2.7922,9.2346,-0.95342
9.8598,-2.833,9.2346,-1.076
9.8898,-2.8739,9.1529,-1.4165
9.9198,-2.9829,9.0848,-1.3757
9.9497,-2.9829,9.003,-1.2667
9.9797,-2.833,9.3027,-1.1441
10.01,-2.7513,9.6977,-1.076
10.04,-2.6832,9.4253,-1.076
10.07,-2.9148,8.9213,-0.88532
10.1,-3.2961,8.7306,-0.8036
10.13,-3.4459,8.6898,-1.0351
10.16,-3.337,8.6898,-1.1441
10.19,-3.1054,9.2755,-1.1169
10.22,-2.6423,9.7249,-0.91256
10.25,-2.5334,9.616,-0.88532
10.28,-2.6832,9.2755,-0.65378
10.31,-2.7241,9.0848,-0.72188
10.34,-2.6423,8.8532,-1.185
10.37,-2.9829,8.8532,-1.3757
10.4,-3.2144,9.0848,-1.2258
10.43,-3.1463,9.1937,-0.8036
10.46,-3.0237,9.112,-0.72188
10.49,-2.8739,9.1937,-0.76274
10.529,-2.8739,9.1937,-0.91256
10.56,-2.8739,9.112,-1.076
10.59,-2.9148,9.1529,-1.076
10.62,-2.9556,9.2755,-1.076
10.65,-2.9556,9.2755,-1.1169
10.68,-2.9148,9.3436,-1.076
10.71,-3.1054,9.2346,-0.91256
10.74,-3.2144,9.2346,-0.84446
10.77,-3.0646,9.112,-1.0351
10.8,-2.9829,9.0848,-1.0351
10.83,-3.0237,9.0848,-0.95342
10.86,-3.0237,9.0848,-0.91256
10.89,-3.0646,9.0439,-0.99429
10.92,-3.0237,9.112,-0.99429
10.95,-2.9829,9.1529,-0.99429
10.98,-3.1054,9.1529,-0.91256
11.01,-3.1463,9.0848,-0.95342
11.04,-3.1054,9.0439,-0.95342
11.07,-3.0646,9.0439,-0.91256
11.1,-3.0646,9.1529,-0.88532
11.13,-3.0237,9.112,-0.95342
11.16,-3.1463,9.0848,-0.95342
11.22,-3.0237,9.0848,-0.95342
11.25,-2.9829,9.0848,-0.99429
11.28,-3.0237,9.112,-0.95342
11.31,-3.1054,9.1937,-1.0351
11.34,-3.0646,9.1529,-1.0351
11.37,-2.9829,9.112,-1.0351
11.4,-2.9556,9.112,-0.99429
11.43,-2.9556,9.0848,-1.0351
11.46,-2.9829,9.112,-1.1169
11.49,-2.9829,9.1529,-1.1169
11.52,-3.0237,9.2346,-1.076
11.55,-2.9556,9.1937,-1.0351
11.58,-2.9148,9.1529,-1.1169
11.61,-2.9556,9.1529,-1.0351
11.64,-2.9829,9.1937,-1.0351
11.67,-3.0646,9.1529,-1.076
11.7,-3.0646,9.112,-1.076
11.73,-2.9148,9.112,-1.076
11.76,-2.8739,9.112,-1.1169
11.79,-2.9556,9.0848,-1.076
11.82,-2.9556,9.1529,-1.0351
11.85,-2.9829,9.2346,-1.0351
11.88,-3.0237,9.1937,-1.076
11.91,-3.0237,9.0848,-1.076
11.94,-2.9556,9.112,-1.076
11.971,-2.9148,9.1529,-1.0351
12,-2.9556,9.1937,-1.076
12.03,-3.0237,9.112,-1.076
12.06,-2.9829,9.1529,-1.1169
12.09,-2.9556,9.112,-1.1169
12.12,-2.9829,9.112,-1.1169
12.15,-2.9829,9.112,-1.1441
12.18,-2.9829,9.112,-1.076
12.21,-3.0237,9.0848,-1.0351
12.24,-3.0237,9.0848,-1.1169
12.27,-2.9829,9.1937,-1.1169
12.302,-2.9829,9.1529,-1.0351
12.33,-2.8739,9.1937,-1.1441
12.36,-2.9829,9.1937,-1.1169
12.39,-3.0237,9.1529,-1.076
12.42,-3.0237,9.0848,-1.076
12.45,-2.9829,9.0848,-1.076
12.51,-3.0237,9.0848,-0.99429
12.54,-3.0237,9.112,-1.076
12.57,-3.0646,9.112,-1.0351
12.6,-2.9829,9.112,-1.0351
12.63,-2.9556,9.1529,-1.1169
12.66,-2.9829,9.1529,-1.0351
12.69,-3.0237,9.1529,-0.99429
12.72,-3.0646,9.112,-1.0351
12.75,-3.0646,9.1529,-1.0351
12.78,-3.0237,9.112,-1.0351
12.81,-3.0237,9.0848,-1.0351
12.87,-2.9829,9.112,-1.0351
12.9,-2.9829,9.1529,-0.99429
12.93,-2.9829,9.1529,-1.0351
12.96,-3.0237,9.112,-0.99429
12.99,-3.0646,9.1529,-0.99429
13.02,-3.0646,9.2346,-1.0351
13.05,-3.1054,9.1937,-0.99429
13.08,-3.0237,9.112,-0.95342
13.11,-2.9829,9.0848,-0.99429
13.14,-2.9556,9.0848,-0.95342
13.17,-2.9829,9.0439,-0.95342
13.218,-2.9829,9.1529,-1.076
13.25,-3.1054,9.1937,-0.88532
13.28,-3.1463,9.112,-0.91256
13.31,-3.0646,9.0848,-1.0351
13.34,-2.9829,9.0848,-1.1169
13.37,-2.9556,9.1529,-1.076
13.4,-3.0237,9.1529,-0.95342
13.43,-3.0646,9.1529,-0.91256
13.46,-2.9829,9.0848,-1.076
13.49,-2.9148,9.0848,-1.1441
13.522,-2.8739,9.1937,-1.1441
13.56,-2.9148,9.1937,-1.076
13.59,-2.9556,9.112,-0.99429
13.65,-2.9829,9.1529,-1.076
13.68,-3.0237,9.1529,-1.0351
13.71,-2.9556,9.0439,-0.99429
13.74,-2.9148,8.9622,-0.99429
13.77,-2.8739,9.0439,-1.1169
13.8,-2.9148,9.1937,-1.1169
13.83,-3.0237,9.1937,-1.1169
13.86,-3.0646,9.112,-1.0351
13.89,-3.0237,8.9213,-0.91256
13.92,-2.9556,8.9213,-0.99429
13.95,-2.9556,9.112,-1.076
13.98,-3.0237,9.2346,-1.0351
14.01,-3.1054,9.2346,-0.99429
14.04,-3.0237,9.1529,-1.0351
14.07,-3.0237,9.0848,-0.99429
14.1,-3.0646,9.112,-0.88532
14.13,-3.0646,9.112,-0.91256
14.16,-2.9829,9.1529,-0.99429
14.19,-2.9556,9.1937,-0.95342
14.22,-2.9556,9.003,-0.88532
14.25,-2.9148,8.9622,-0.91256
14.28,-2.9556,9.112,-0.84446
14.31,-2.9556,9.1937,-0.88532
14.34,-2.9556,9.1529,-0.88532
14.37,-2.9148,9.1529,-0.88532
14.4,-2.9148,9.2346,-0.84446
14.43,-2.9148,9.1937,-0.88532
14.46,-2.7922,9.112,-0.88532
14.5,-2.7513,9.1529,-0.88532
14.53,-2.833,9.2755,-0.88532
14.561,-2.833,9.1937,-0.88532
14.59,-2.833,9.1937,-0.84446
14.621,-2.7922,9.2755,-0.8036
14.651,-2.7513,9.2346,-0.84446
14.71,-2.7922,9.2346,-0.84446
14.74,-2.9148,9.2346,-0.8036
14.77,-2.9148,9.2755,-0.84446
14.8,-2.8739,9.1937,-0.69464
14.83,-2.9148,9.0848,-0.76274
14.86,-2.9556,9.0848,-0.8036
14.89,-2.9148,9.1529,-0.69464
14.92,-2.9829,9.1529,-0.72188
14.95,-3.0237,9.1529,-0.76274
14.98,-3.0237,9.2346,-0.69464
15.01,-3.1054,9.2346,-0.53119
15.04,-3.1463,9.2346,-0.61292
15.07,-3.1054,9.0848,-0.72188
15.1,-3.1054,9.0439,-0.69464
15.13,-3.1054,9.0439,-0.53119
15.16,-3.1463,9.0439,-0.50395
15.19,-3.1054,9.0439,-0.65378
15.22,-3.1054,9.0439,-0.69464
15.25,-3.1735,9.112,-0.57205
15.28,-3.2553,9.1937,-0.57205
15.31,-3.0646,9.2346,-0.69464
15.34,-2.9829,9.1937,-0.65378
15.371,-3.0237,9.1529,-0.61292
15.43,-2.9556,9.2346,-0.69464
15.46,-2.8739,9.2755,-0.69464
15.49,-2.7513,9.3027,-0.65378
15.52,-2.7922,9.3436,-0.69464
15.55,-2.833,9.3436,-0.69464
15.58,-2.7513,9.4253,-0.72188
15.61,-2.7241,9.3844,-0.69464
15.641,-2.6832,9.2346,-0.57205
15.67,-2.6832,9.1937,-0.50395
15.7,-2.6423,9.2346,-0.61292
15.73,-2.6015,9.3027,-0.53119
15.76,-2.6423,9.3436,-0.38137
15.79,-2.6423,9.2346,-0.38137
15.82,-2.5606,9.2346,-0.46309
15.85,-2.6015,9.1937,-0.42223
15.91,-2.5606,9.3436,-0.38137
15.94,-2.6423,9.4661,-0.27241
15.97,-2.6832,9.507,-0.23155
16,-2.5606,9.4661,-0.29965
16.03,-2.4925,9.3436,-0.19068
16.06,-2.5606,9.3027,-0.040861
16.09,-2.6423,9.3844,-0.081722
16.12,-2.4925,9.3844,-0.19068
16.15,-2.4108,9.3436,-0.19068
16.18,-2.4517,9.2755,-0.19068
16.21,-2.4517,9.1937,-0.081722
16.24,-2.5334,9.3027,0.081722
16.27,-2.5606,9.507,0.081722
16.3,-2.4925,9.3844,-0.081722
16.33,-2.4925,9.2346,-0.10896
16.36,-2.6015,9.2755,0.10896
16.39,-2.6832,9.1937,0.10896
16.42,-2.4925,9.1529,-0.19068
16.46,-2.4925,9.2346,-0.19068
16.49,-2.6832,9.3436,0.081722
16.52,-2.6423,9.3436,0.040861
16.55,-2.6832,9.3436,0.040861
16.58,-2.7241,9.2755,-0
16.61,-2.5606,9.2755,-0.040861
16.64,-2.5606,9.3436,0.040861
16.67,-2.4925,9.3844,0.040861
16.7,-2.3427,9.3844,0.040861
16.73,-2.3018,9.3436,-0
16.76,-2.261,9.3844,-0.040861
16.79,-2.2201,9.3436,-0.040861
16.82,-2.1793,9.2346,0.040861
16.85,-2.2201,9.3027,0.19068
16.88,-2.3699,9.4253,0.19068
16.91,-2.5334,9.5342,0.14982
16.94,-2.4108,9.5751,-0.040861
16.97,-2.3427,9.4253,-0.040861
17,-2.3018,9.3436,-0
17.03,-2.3699,9.3436,0.10896
17.06,-2.3427,9.3844,0.10896
17.09,-2.2201,9.3436,0.040861
17.121,-2.2201,9.3436,-0.040861
17.15,-2.3018,9.3436,0.040861
17.18,-2.261,9.2755,0.081722
17.21,-2.3427,9.3027,0.081722
17.24,-2.3427,9.3844,0.081722
17.27,-2.3427,9.3844,0.19068
17.3,-2.3699,9.2755,0.10896
17.33,-2.3699,9.3027,0.14982
17.36,-2.3427,9.4253,0.27241
17.391,-2.4108,9.507,0.14982
17.42,-2.5334,9.616,0.10896
17.45,-2.5606,9.6568,0.31327
17.48,-2.4108,9.616,0.31327
17.51,-2.3018,9.4253,0.31327
17.56,-2.3018,9.1937,0.34051
17.59,-2.5334,9.112,0.34051
17.62,-2.4925,9.0439,0.42223
17.65,-2.5606,8.9622,0.46309
17.68,-2.6015,8.9622,0.42223
17.71,-2.4108,8.8124,0.50395
17.74,-2.4925,8.8941,0.53119
17.77,-2.4108,8.54,0.76274
17.8,-2.1793,8.54,0.46309
17.83,-2.2201,8.9622,0.34051
17.86,-2.4108,9.2755,0.42223
17.89,-2.4517,9.507,0.10896
17.92,-2.3699,9.5342,-0.040861
17.95,-2.1112,9.3027,0.081722
17.98,-1.757,9.1529,0.081722
18.01,-1.6072,9.0439,0.040861
18.04,-1.3757,9.2755,-0.14982
18.07,-1.6889,9.8066,-0.29965
18.1,-2.0703,10.311,-0.29965
18.13,-2.1384,10.229,-0.53119
18.16,-2.4108,10.079,-0.72188
18.19,-2.4517,10.338,-1.3348
18.22,-2.3018,11.114,-2.3699
18.25,-2.3427,11.727,-3.0646
18.28,-2.261,10.883,-2.7513
18.31,-2.1112,8.9213,-2.3427
18.34,-2.1384,7.3141,-2.3018
18.37,-2.6423,7.3958,-2.9829
18.4,-3.2144,8.8124,-4.0589
18.43,-3.6775,10.079,-5.203
18.46,-3.6366,9.9565,-4.5628
18.49,-2.9556,9.1937,-2.7241
18.52,-2.2201,8.1586,-0.91256
18.55,-2.4925,8.0496,0.69464
18.58,-2.7513,7.6274,-0.53119
18.61,-2.6832,7.5457,-1.7979
18.64,-2.7922,8.0088,-2.8739
18.67,-3.0646,7.927,-3.5958
18.7,-3.5685,7.927,-3.0646
18.73,-4.0997,8.3901,-1.8387
18.76,-4.4402,8.9622,-0.23155
18.79,-4.1406,9.5751,-0.14982
18.82,-3.5958,10.379,-1.4982
18.85,-3.8682,11.114,-1.5663
18.88,-4.4811,11.877,-2.4517
18.91,-4.4811,11.918,-3.5685
18.94,-2.4925,10.338,-3.7865
18.97,-0.14982,9.5751,-3.5958
19,1.076,10.27,-3.1054
19.03,1.6889,10.76,-3.2553
19.06,0.69464,10.229,-1.8796
19.09,-0.57205,8.5808,-0.27241
19.12,-1.6072,7.3141,-1.0351
19.15,-2.3018,6.7012,-1.757
19.18,-2.7922,5.8976,-1.0351
19.211,-2.8739,6.0883,-0.69464
19.24,-2.1112,7.355,-0.99429
19.27,-1.4165,8.1177,-0.99429
19.3,-1.3757,8.9213,0.42223
19.33,-3.1054,9.8884,0.88532
19.36,-3.2144,10.529,-0.61292
19.39,-2.4108,11.877,-1.6072
19.42,-1.9205,12.871,-2.7513
19.45,-1.9886,12.762,-4.2495
19.48,-2.9556,12.64,-3.5685
19.51,-3.2961,10.27,-2.7241
19.54,-3.3642,8.9622,-3.1735
19.57,-4.8216,10.079,-3.8682
19.6,-5.4754,10.079,-3.7865
19.63,-3.909,8.4991,-4.3994
19.68,-1.8796,7.2733,-4.9033
19.71,-0.84446,7.1643,-2.7922
19.74,-1.6481,6.8238,1.9886
19.77,-1.9886,5.7069,1.9886
19.8,-1.3757,5.7886,-1.757
19.83,-1.6072,7.0145,-2.7513
19.86,-2.6015,8.1177,-1.9477
19.89,-3.9771,8.9622,-1.9205
19.92,-5.4754,10.079,-1.2667
19.95,-5.3256,11.182,-0.8036
19.98,-4.522,12.367,-1.5663
20.01,-4.3994,12.681,-2.6832
20.04,-3.5958,11.373,-3.1735
20.07,-1.4165,10.42,-2.9829
20.1,0.27241,11.496,-1.9205
20.13,1.1169,12.64,-0.72188
20.16,0.34051,11.305,-2.2201
20.19,-0.69464,7.5865,-2.5606
20.22,-1.2667,5.4073,-1.7979
20.25,-2.0294,5.3256,-0.88532
20.28,-3.1463,5.1349,0.95342
20.31,-2.9556,5.6661,0.57205
20.34,-2.1112,6.8238,-0.53119
20.37,-1.9886,7.8181,-0.53119
20.4,-3.0237,8.6217,0.27241
20.43,-3.9771,9.9156,-0
20.46,-3.5958,11.564,-0.91256
20.49,-3.2144,12.681,-0.99429
20.52,-3.5277,13.402,-2.3699
20.55,-3.9499,13.525,-3.5277
20.58,-3.6775,10.992,-3.5277
20.61,-3.2961,9.5342,-3.6775
20.64,-4.7126,10.12,-4.1406
20.67,-5.8159,10.147,-3.6775
20.7,-4.8216,8.3493,-3.5958
20.73,-2.9829,6.6604,-3.1463
20.76,-1.5663,5.7478,-2.2201
20.79,-1.8796,5.9793,-0
20.82,-3.0646,5.6661,3.1735
