time,x,y,z
5.5901,-1.2667,5.4073,1.3076
5.6201,-1.2258,6.0883,0.95342
5.6502,-1.6889,7.0553,0.69464
5.6801,-2.0294,8.8124,0.84446
5.7104,-1.7298,11.414,1.4165
5.7401,-1.3348,13.144,2.3018
5.7702,-2.8739,13.062,2.9148
5.8001,-3.4051,13.062,1.3757
5.8301,-2.0294,13.988,-0.53119
5.8602,-1.3757,13.184,-1.3348
5.8901,-0.19068,12.027,-2.833
5.9202,0.31327,11.114,-3.1735
5.9501,0.23155,10.501,-1.9886
5.9801,-0.040861,9.3436,-0.19068
6.0102,0.14982,7.5457,-0.19068
6.0544,-0.10896,6.0202,-1.4165
6.0902,-0.38137,5.4073,-0.57205
6.1202,-0.65378,5.7886,-0.040861
6.1501,-0.91256,7.246,-0
6.1802,-1.3076,9.9565,-0.29965
6.2102,-1.7298,13.675,-1.3348
6.2402,-1.2258,16.126,-1.7979
6.2702,-0.69464,16.399,-0.040861
6.3001,-0.76274,16.018,0.31327
6.3301,0.88532,13.484,-2.0294
6.3601,3.1735,11.373,-2.6015
6.3901,5.7886,11.373,-2.261
6.4201,6.3198,10.76,-0.95342
6.4503,3.2144,9.507,-0.081722
6.4802,2.9556,8.3084,-0.99429
6.5101,2.2201,6.9328,-1.3076
6.54,0.31327,5.8295,-0.65378
6.5703,-0.61292,4.9442,-0.29965
6.6,-0.38137,4.3994,-0.38137
6.6401,-0.081722,4.985,-0.8036
6.6701,-0.19068,7.0553,-0.72188
6.7001,-0.38137,8.2812,-0.19068
6.7302,-0.42223,9.8066,0.53119
6.7601,-0.34051,11.182,1.6889
6.7901,-0.46309,12.149,1.9477
6.82,-0.88532,12.599,1.3348
6.8502,-0.99429,12.98,0.081722
6.8801,-0.34051,13.825,-1.076
6.9101,0.14982,13.675,-1.6889
6.9402,0.50395,11.686,-2.3427
6.9701,0.8036,10.61,-2.6423
7.0009,1.185,10.311,-2.3427
7.0307,0.65378,9.4253,-0.99429
7.0602,0.14982,8.1586,-0.84446
7.0903,0.38137,6.5922,-1.2258
7.1302,0.46309,5.4754,-0.91256
7.1704,0.040861,5.3256,-0.38137
7.2,-0.29965,6.17,-0.76274
7.2301,-0.29965,7.5457,-0.8036
7.2602,-0.46309,9.3844,-0.46309
7.2902,-0.88532,11.795,-0.57205
7.3202,-0.8036,13.525,-0.88532
7.35,-0.19068,14.41,-1.3076
7.3802,0.92618,15.636,-1.8796
7.4103,2.5334,14.86,-2.1793
7.4401,3.9499,13.293,-1.3757
7.4702,4.6037,12.027,-1.2258
7.5,3.2144,10.188,-0.53119
7.5304,1.4165,8.0496,0.10896
7.5602,0.76274,6.3198,-0.8036
7.5901,0.34051,5.2438,-1.3757
7.6202,0.38137,4.5628,-0.8036
7.6501,0.27241,4.3313,-0
7.6802,0.040861,4.9033,0.42223
7.7102,-0.23155,6.2381,0.19068
7.7401,-0.57205,7.6955,0.040861
7.7704,-0.95342,9.5342,0.53119
7.8001,-1.4165,11.727,1.3757
7.8302,-1.9205,13.443,2.3699
7.8602,-1.6889,13.212,2.152
7.8904,-1.2258,12.721,0.76274
7.9201,-0.53119,13.402,-0.57205
7.9501,0.38137,13.866,-0.99429
7.9802,0.57205,12.408,-1.2258
8.0105,0.31327,10.42,-1.5663
8.0402,0.50395,9.2755,-2.1793
8.07,-0.040861,8.6625,-2.2201
8.0999,-0.65378,7.5048,-1.3757
8.1299,-0.42223,6.0202,-0.8036
8.1599,-0.27241,5.0123,-0.91256
8.1899,-0.38137,4.9033,-1.1441
8.2202,-0.72188,5.5571,-1.5255
8.2506,-0.84446,6.8919,-1.3348
8.2802,-0.57205,8.3084,-0.76274
8.3102,-0.8036,9.9973,-0.38137
8.3402,-1.0351,11.986,-0.50395
8.3704,-1.0351,13.797,-0.46309
8.4001,-0.91256,14.138,-0.040861
8.4302,-0.69464,13.866,-0.38137
8.4602,-0.040861,13.906,-1.4574
8.4905,0.84446,13.484,-1.757
8.5203,2.3699,12.299,-0.8036
8.5501,3.4459,11.754,-0.91256
8.5802,2.833,11.346,-0.19068
8.6105,0.84446,9.9565,0.92618
8.6402,0.23155,7.8181,-0.10896
8.6702,0.14982,6.4424,-0.69464
8.7001,-0.14982,5.4073,0.19068
8.7302,-0.27241,4.7126,0.84446
8.7602,-0.29965,4.0997,0.72188
8.79,-0.34051,3.7184,0.38137
8.8203,-0.29965,3.7184,0.34051
8.8503,-0.34051,4.3313,0.38137
8.8802,-0.50395,5.8976,0.61292
8.9102,-1.1441,8.1177,0.84446
8.94,-2.3427,10.842,0.95342
8.9704,-2.9148,12.98,1.6481
9.0002,-3.5277,13.988,3.1463
9.0302,-3.5277,13.906,3.909
9.0604,-2.6832,14.792,2.9829
9.0901,-2.3699,15.05,1.185
9.1203,-1.5255,13.757,-1.3076
9.1502,-1.076,13.634,-3.5685
9.1802,-0.38137,12.531,-5.094
9.2104,0.10896,10.569,-3.2961
9.2401,-0.19068,8.0496,-0.61292
9.2702,-0.27241,5.598,0.42223
9.3003,-0,3.9908,0.14982
9.3305,0.23155,3.4868,-0.61292
9.3602,-0.081722,4.0589,-1.3076
9.3902,-0.53119,5.4345,-1.5255
9.4202,-0.46309,7.464,-0.72188
9.4505,-0.84446,9.616,0.14982
9.48,-1.7298,11.645,0.92618
9.5102,-1.9205,12.599,1.3076
9.5402,-1.9886,13.144,1.2258
9.5703,-1.8796,13.797,0.76274
9.6002,-1.185,13.825,0.19068
9.6301,1.0351,12.599,0.34051
9.6602,2.9148,13.253,0.10896
9.6905,3.6366,13.212,-0.84446
9.7202,2.5334,11.455,0.50395
9.7502,0.14982,9.0848,1.2258
9.7802,-0.27241,6.851,-0.27241
9.8105,-0.14982,5.6252,-0.95342
9.8402,-0.57205,4.9442,-0.19068
9.8701,-0.88532,4.7126,1.0351
9.9002,-1.185,4.9033,1.6072
9.9305,-1.6072,5.2438,1.4165
9.9602,-1.8796,6.5922,0.8036
9.9902,-2.4517,8.1995,0.69464
10.02,-3.2144,10.501,1.1169
10.05,-2.9556,13.484,2.1793
10.08,-3.1735,14.71,2.9556
10.11,-3.909,13.716,2.833
10.14,-2.7241,12.912,1.4982
10.17,-1.9886,12.258,0.84446
10.2,-1.185,11.564,-0.91256
10.23,-0.29965,11.727,-2.8739
10.26,-0.19068,12.149,-2.7241
10.29,-0.23155,11.455,-0.76274
10.32,-0.14982,9.112,0.19068
10.35,0.38137,7.1234,-0.53119
10.38,0.99429,5.1757,-0.69464
10.41,0.84446,4.3313,0.50395
10.44,0.081722,4.3994,1.4574
10.47,-0.46309,5.0123,1.3076
10.5,-1.2258,6.279,0.76274
10.53,-2.4517,8.3493,0.72188
10.56,-3.5277,11.114,0.69464
10.59,-4.7126,13.144,1.076
10.62,-5.7069,13.566,1.4982
10.65,-4.3721,14.015,1.4982
10.68,-2.3427,13.675,1.4982
10.71,-1.1441,11.918,0.72188
10.74,0.19068,11.536,-1.1169
10.77,2.3018,11.836,-1.9205
10.8,2.4108,10.951,0.27241
10.83,-0.23155,9.4253,2.7241
10.86,-1.0351,7.927,1.2667
10.89,-0.84446,6.851,-0.91256
10.94,-1.9477,6.4016,-0.72188
10.97,-2.5606,6.6331,0.88532
11,-1.9886,6.7829,1.4574
11.03,-2.261,6.5105,1.2258
11.06,-2.3427,6.4424,0.65378
11.09,-1.9886,7.5048,0.8036
11.12,-2.0294,9.8066,0.84446
11.15,-3.0646,11.877,1.4982
11.18,-4.7944,11.264,2.5334
11.21,-6.1292,10.12,2.0294
11.24,-5.203,10.12,1.4574
11.27,-4.6309,11.918,0.95342
11.3,-3.6366,13.212,-1.2258
11.33,-1.9205,12.871,-2.3427
11.36,-0.95342,12.177,-1.9205
11.39,-0.23155,11.455,-0.69464
11.42,0.14982,9.8475,-0.081722
11.45,0.040861,7.5048,-0
11.48,0.27241,5.8976,-0.27241
11.51,0.34051,5.4754,-0.040861
11.54,-0.34051,5.8295,0.42223
11.57,-1.185,6.4016,0.50395
11.6,-1.4982,7.2052,0.31327
11.63,-1.9205,8.3084,0.57205
11.66,-2.7513,9.9973,0.84446
11.69,-3.2961,11.986,0.84446
11.72,-3.6366,13.144,1.076
11.75,-3.2961,13.988,1.6889
11.78,-2.2201,13.947,1.8387
11.81,-0.76274,12.408,0.27241
11.84,0.081722,10.76,-1.5663
11.87,1.185,10.501,-1.6072
11.9,1.7298,10.801,0.10896
11.93,0.14982,9.616,1.2667
12.01,-1.076,7.7772,0.31327
12.086,-0.91256,6.17,0.34051
12.13,-1.2258,6.3198,0.46309
12.161,-2.6423,6.6604,0.50395
12.19,-2.833,7.927,0.61292
12.221,-2.6832,10.733,0.14982
12.25,-1.4982,14.438,0.34051
13.36,-0.50395,9.5751,-1.1169
13.391,-0.14982,9.3436,-1.3348
13.42,-0.14982,9.3436,-1.757
13.45,-0.38137,9.4253,-2.261
13.48,-0.23155,9.5751,-1.6481
13.51,-0.53119,10.079,-0.50395
13.54,-1.3076,9.616,-0.19068
13.57,-1.2667,9.2346,-0.46309
13.6,-0.65378,9.6977,-1.4574
13.631,-0.19068,9.8475,-1.6889
13.66,-0.10896,9.5342,-1.4574
13.69,-0.53119,9.507,-1.2667
13.72,-0.53119,9.5342,-1.4165
13.75,-0.27241,9.4253,-1.4165
13.78,-0.46309,9.4253,-1.3076
13.811,-0.69464,9.616,-1.2258
13.84,-0.61292,9.7658,-1.2258
13.87,-0.57205,9.7249,-1.1441
13.9,-0.61292,9.7658,-1.1441
13.93,-0.65378,9.8884,-1.1169
13.96,-0.50395,9.5751,-1.2667
13.991,-0.34051,9.507,-1.3076
14.02,-0.38137,9.5751,-1.3348
14.051,-0.42223,9.4253,-1.2258
14.08,-0.34051,9.4661,-1.2258
14.111,-0.42223,9.6568,-1.3076
14.14,-0.46309,9.7249,-1.185
14.17,-0.53119,9.7658,-1.185
14.2,-0.57205,9.7658,-1.2667
14.23,-0.53119,9.6977,-1.3348
14.26,-0.42223,9.5342,-1.2667
14.29,-0.46309,9.5751,-1.3076
14.32,-0.46309,9.6568,-1.3348
14.351,-0.34051,9.5751,-1.3076
14.38,-0.46309,9.5751,-1.3076
14.41,-0.42223,9.6568,-1.3757
14.44,-0.38137,9.5751,-1.3757
14.471,-0.34051,9.5342,-1.3076
14.5,-0.38137,9.616,-1.3348
14.56,-0.46309,9.6568,-1.2258
14.591,-0.50395,9.6568,-1.2667
14.62,-0.50395,9.616,-1.2667
14.651,-0.46309,9.6568,-1.2258
14.68,-0.46309,9.6977,-1.2258
14.711,-0.46309,9.6568,-1.2667
14.74,-0.46309,9.616,-1.3348
14.771,-0.50395,9.3844,-1.2667
14.8,-0.50395,9.3027,-1.1441
14.84,-0.42223,9.6568,-1.185
14.87,-0.50395,10.311,-1.3348
14.9,-0.50395,10.12,-1.5255
14.931,-0.34051,9.7658,-1.4574
14.96,-0.27241,9.4661,-1.4982
14.99,-0.29965,9.2755,-1.3076
15.02,-0.38137,9.2755,-1.185
15.051,-0.42223,9.3436,-1.2258
15.08,-0.53119,9.507,-1.2667
15.11,-0.53119,9.6568,-1.185
15.14,-0.72188,9.7658,-1.0351
15.171,-0.76274,9.8884,-0.95342
15.2,-0.50395,9.8475,-1.2667
15.23,-0.34051,9.6568,-1.3757
15.26,-0.38137,9.507,-1.2258
15.29,-0.46309,9.5751,-1.076
15.32,-0.53119,9.7658,-1.076
15.35,-0.53119,9.8066,-1.076
15.38,-0.50395,9.4253,-0.99429
15.41,-0.61292,9.2755,-1.1169
15.44,-0.69464,9.5342,-1.3348
15.47,-0.65378,9.7658,-1.4982
15.5,-0.76274,9.6977,-1.3348
15.53,-0.8036,9.7249,-1.3348
15.56,-0.57205,9.7249,-1.3757
15.59,-0.46309,9.6568,-1.3757
15.62,-0.53119,9.6568,-1.4165
15.65,-0.42223,9.5751,-1.3348
15.68,-0.29965,9.5751,-1.4165
15.71,-0.42223,9.616,-1.4982
15.74,-0.57205,9.6568,-1.4574
15.77,-0.61292,9.6977,-1.4165
15.8,-0.53119,9.6568,-1.5663
15.83,-0.50395,9.6568,-1.5663
15.86,-0.57205,9.6568,-1.4574
15.89,-0.46309,9.6568,-1.3757
15.92,-0.38137,9.616,-1.3076
15.95,-0.50395,9.6568,-1.3757
15.98,-0.57205,9.616,-1.4165
16.01,-0.61292,9.5751,-1.3757
16.04,-0.69464,9.6977,-1.3076
16.07,-0.65378,9.8884,-1.3076
16.1,-0.61292,10.038,-1.3757
16.13,-0.57205,9.9565,-0.99429
16.16,-0.8036,9.9156,-0.72188
16.19,-0.72188,9.8475,-1.3348
16.22,-0,9.2755,-1.2667
16.251,0.19068,8.9213,-0.91256
16.28,0.23155,9.112,-0.95342
16.311,0.081722,9.3844,-0.84446
16.34,-0.081722,9.507,-0.95342
16.371,-0.19068,9.5751,-1.076
16.4,-0.29965,9.5751,-1.076
16.431,-0.42223,9.5342,-0.91256
16.46,-0.50395,9.7249,-0.88532
16.491,-0.50395,9.7658,-0.8036
16.52,-0.46309,9.8066,-0.84446
16.551,-0.42223,9.7658,-0.88532
16.58,-0.38137,9.6568,-0.95342
16.611,-0.46309,9.616,-1.0351
16.64,-0.50395,9.616,-1.0351
16.671,-0.42223,9.616,-1.0351
16.7,-0.42223,9.5342,-1.076
16.731,-0.42223,9.6568,-0.99429
16.76,-0.38137,9.6568,-1.076
16.791,-0.29965,9.5751,-1.0351
16.82,-0.38137,9.5751,-0.95342
16.851,-0.46309,9.6568,-0.91256
16.88,-0.50395,9.7249,-0.88532
16.911,-0.50395,9.7249,-0.91256
16.94,-0.53119,9.7658,-0.91256
16.971,-0.50395,9.7249,-1.0351
17,-0.34051,9.5342,-1.185
17.031,-0.34051,9.4661,-1.185
17.06,-0.46309,9.6568,-1.1169
17.091,-0.69464,9.8475,-1.2258
17.12,-0.84446,9.6977,-1.1169
17.151,-0.76274,9.4661,-1.1169
17.18,-0.61292,9.4661,-1.2667
17.211,-0.53119,9.5342,-1.3348
17.24,-0.42223,9.5342,-1.1441
17.271,-0.50395,9.6977,-0.88532
17.3,-0.57205,9.8066,-0.99429
17.331,-0.57205,9.6568,-1.1169
17.36,-0.42223,9.4661,-1.076
17.391,-0.27241,9.3436,-1.076
17.42,-0.29965,9.4253,-1.2258
17.451,-0.46309,9.5342,-1.4574
17.48,-0.57205,9.5751,-1.5663
17.511,-0.57205,9.616,-1.6072
17.55,-0.72188,9.8475,-1.6481
17.58,-0.95342,9.8884,-1.6481
17.61,-0.99429,9.7658,-1.7298
17.64,-0.95342,9.7658,-1.9205
17.67,-0.88532,9.7249,-1.9886
17.7,-0.88532,9.5751,-1.7979
17.73,-0.8036,9.507,-1.8387
17.76,-0.84446,9.4253,-1.9205
17.79,-0.8036,9.4253,-1.9886
17.82,-0.76274,9.4253,-1.9477
17.85,-0.84446,9.507,-1.9886
17.88,-0.88532,9.616,-2.0703
17.91,-0.95342,9.616,-2.0294
17.94,-0.95342,9.4661,-1.8387
17.97,-0.84446,9.2346,-2.0294
18,-0.88532,9.2346,-2.2201
18.03,-1.076,9.5342,-2.3427
18.06,-1.4165,9.7658,-2.2201
18.09,-1.2667,9.5342,-1.9886
18.12,-0.91256,9.3436,-2.1112
18.15,-0.76274,9.1529,-2.0703
18.181,-0.84446,9.3436,-0.95342
18.221,-0.38137,9.6568,-0.8036
18.25,-0.61292,9.507,-0.8036
18.281,-1.3348,9.3027,-2.6832
18.311,-1.3076,9.5751,-2.833
18.341,-1.3348,9.5751,-2.1793
18.37,-1.2258,9.6568,-1.076
18.401,-1.5255,9.8066,-0.61292
18.43,-1.6072,9.616,-1.1441
18.471,-1.4165,9.3436,-0.84446
18.5,-1.4165,9.1937,-0.76274
18.53,-1.3757,9.5342,-0.88532
18.56,-1.6072,10.12,-0.95342
18.59,-1.7298,10.229,-0.61292
18.62,-1.3348,10.188,-0.61292
18.65,-1.0351,10.883,-0.72188
18.68,-0.91256,11.455,-1.1441
18.71,-0.95342,10.61,-1.7979
18.74,-0.72188,9.6568,-1.9477
18.77,-0.23155,8.8124,-1.4574
18.8,-0,8.1995,-0.84446
18.83,-0.38137,7.9679,-0.61292
18.86,-1.1441,7.6955,-0.84446
18.89,-1.3348,7.5048,-1.2667
18.92,-0.61292,7.6274,-1.3348
18.95,-0,9.3027,-1.076
18.98,-0.57205,11.727,-0.95342
19.01,-1.8387,12.217,-1.4982
19.04,-1.8796,11.141,-1.9477
19.07,-1.2258,10.147,-1.757
19.1,-0.42223,9.1529,-1.4165
19.13,-0.72188,8.2812,-0.46309
19.16,-0.61292,7.8589,-0.72188
19.19,-0.27241,8.6217,-1.2258
19.22,-0.27241,10.188,-1.2667
19.25,-0.88532,11.073,-1.4982
19.28,-1.7298,10.733,-2.1384
19.31,-1.7298,10.311,-2.0703
19.34,-1.2258,9.2755,-0.57205
19.37,-1.3076,8.7715,0.19068
19.4,-1.076,9.1529,-1.0351
19.43,-1.0351,10.147,-2.0703
19.46,-0.95342,10.501,-1.8796
19.49,-0.72188,9.9973,-0.99429
19.52,-0.53119,9.507,-0.57205
19.55,-0.50395,9.2755,-0.95342
19.58,-0.69464,9.507,-1.2258
19.61,-0.8036,9.8066,-1.3757
19.64,-0.76274,9.8475,-1.2258
19.67,-0.57205,9.616,-1.1441
19.7,-0.50395,9.6568,-1.2258
19.73,-0.46309,9.8884,-1.1441
19.76,-0.46309,9.616,-0.88532
19.79,-0.61292,9.3844,-0.88532
19.82,-0.69464,9.4253,-1.1441
19.86,-0.50395,9.4661,-0.95342
19.89,-0.57205,9.4661,-0.72188
19.92,-0.8036,9.5342,-0.84446
19.95,-1.0351,9.5342,-0.91256
19.98,-1.2667,9.8884,-0.8036
20.01,-1.2258,9.9973,-0.72188
20.04,-1.2258,9.6568,-0.69464
20.07,-1.3076,9.616,-0.8036
20.1,-0.99429,9.8884,-1.185
20.13,-0.27241,9.5342,-0.8036
20.16,-0.46309,9.616,-0.23155
20.19,-0.95342,9.507,-0.84446
20.22,-1.757,9.4661,-1.185
20.25,-2.1793,9.8884,-0.76274
20.28,-2.1793,10.501,-0.27241
20.31,-1.9477,10.569,0.081722
20.341,-0.57205,10.188,-0.46309
20.381,0.23155,9.7249,-0.88532
20.41,-0.081722,9.0848,-1.1169
20.501,-0.84446,9.2755,-1.1441
20.591,-0.10896,10.188,-0.69464
20.62,0.84446,9.4253,-0.57205
20.651,0.34051,9.8475,-0.14982
20.68,-0.46309,9.3844,-0.14982
21.81,-0.38137,9.4661,1.4165
21.84,-0.38137,9.1937,1.2667
21.87,-0.57205,9.5342,1.185
21.9,-0.8036,9.7249,1.3076
21.93,-0.76274,9.616,1.3076
21.96,-0.72188,9.5751,1.1441
21.99,-1.0351,9.5751,1.4574
22.02,-0.69464,9.8475,2.1112
22.066,-0.14982,9.8475,1.185
22.111,-0.8036,9.1937,0.76274
22.171,-1.2258,9.9973,1.4574
22.205,-0.14982,9.3436,1.4165
22.241,-0.27241,9.3027,0.31327
22.281,-0.72188,9.5342,0.99429
22.328,-0.99429,9.7658,1.6072
22.36,-0.99429,9.4253,1.3757
22.39,-0.88532,9.5751,0.76274
22.42,-0.84446,9.6568,0.92618
22.45,-0.76274,9.5751,1.3757
22.481,-0.91256,9.6977,1.4165
22.521,-0.95342,9.616,1.2258
22.55,-0.69464,9.4253,0.99429
22.591,-0.91256,9.4661,1.0351
22.62,-0.84446,9.3436,1.0351
22.651,-0.84446,9.3436,1.1441
22.705,-0.91256,9.3844,1.185
22.74,-0.91256,9.616,1.0351
22.79,-0.99429,9.7249,1.1169
22.821,-0.95342,9.6977,1.076
22.85,-0.8036,9.5342,0.95342
22.891,-0.76274,9.4661,0.95342
22.92,-0.76274,9.5342,1.0351
22.951,-0.69464,9.5751,1.0351
22.98,-0.61292,9.5342,0.88532
23.019,-0.61292,9.507,0.84446
23.06,-0.65378,9.4253,0.95342
23.09,-0.69464,9.4661,0.92618
23.121,-0.72188,9.507,0.84446
23.15,-0.76274,9.5751,0.8036
23.194,-0.72188,9.5751,0.92618
23.23,-0.69464,9.507,0.92618
23.26,-0.76274,9.6568,0.8036
23.292,-0.84446,9.616,0.92618
23.32,-0.88532,9.5342,0.84446
23.35,-0.8036,9.616,0.84446
23.38,-0.69464,9.6977,0.84446
23.421,-0.10896,9.7658,1.1441
23.45,-0,9.616,1.4574
23.481,-1.2258,9.2346,0.34051
23.51,-2.261,9.5342,-0.23155
23.541,-2.9148,9.9156,0.10896
23.57,-1.757,8.6898,0.50395
23.611,-0.27241,9.1937,0.69464
23.64,-0.040861,10.883,1.7979
23.67,-0.84446,10.651,1.6889
23.7,-1.7979,9.7249,0.76274
23.73,-2.1112,9.1937,-0.27241
23.77,-1.5663,9.2755,-0.19068
23.8,-2.2201,9.3436,1.2667
23.83,-1.5255,9.4253,1.5391
23.86,-0,9.6568,0.76274
23.89,0.23155,9.3844,0.34051
23.92,-0.76274,9.4253,0.61292
23.95,-1.6481,9.4253,0.95342
23.98,-1.4574,9.0848,0.84446
24.01,-1.0351,8.8532,1.3076
24.04,-0.95342,9.0848,1.6072
